r,rtype,zr,effshape,dirsign5,authordate,studyid,siteid,ecosystype,expsyst,manip,design,inddivcause,establfrom,divmeas,fglevels,splevels,maxspno,noplots,nospec,tl_manip,tl_measur,trophrel,variable,groupvar,service,ecoserv,residinvad,statdyn,ratestock,resplevel
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,1°Consumer,above,nematode density non-predator,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,2°Consumer,above,nematode density predator,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,no,0,Gastine et al. 2003,154,S350,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,intermediate,60,31,1°Producer,Detritivores,above,earthworm biomass,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
-0.557,univar,-0.628,negative log-linear,-2,van Ruijven et al. 2003,155,S780,grassland,field,direct,substitutive,,juveniles,SpRichn,2,4,low,108,8,1°Producer,1°Producer,same,no. of invading species,Invader 1°producer diversity,r,bioregulation,2,static,s,com
-0.48,univar,-0.522,negative log-linear,-2,van Ruijven et al. 2003,155,S780,grassland,field,direct,substitutive,,juveniles,SpRichn,2,4,low,108,8,1°Producer,1°Producer,same,no. of invading individuals (total),Invader 1°producer abundance,r,bioregulation,2,static,s,com
-0.469,univar,-0.509,negative log-linear,-2,van Ruijven et al. 2003,155,S780,grassland,field,direct,substitutive,,juveniles,SpRichn,2,4,low,108,8,1°Producer,1°Producer,same,no. of invading individuals (Taraxacum),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.224,univar,-0.227,negative linear,-2,van Ruijven et al. 2003,155,S780,grassland,field,direct,substitutive,,juveniles,SpRichn,2,4,low,108,8,1°Producer,1°Producer,same,no. of invading individuals (Erigeron; alien),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
NA,,NA,no,0,van Ruijven et al. 2003,155,S780,grassland,field,direct,substitutive,,juveniles,SpRichn,2,4,low,108,8,1°Producer,1°Consumer,above,abundance of root-feeding nematodes,1°+consumer abundance,r,bioregulation,1,static,s,com
0.151,multivar,0.152,no,0,Zak et al. 2003,156,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,6,high,214,34,1°Producer,Detritivores,above,microbial assimilation of NH4+,soil nutrient supply,s,soil fertility,1,static,s,eco
0.172,multivar,0.174,no,0,Zak et al. 2003,156,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,6,high,214,34,1°Producer,Detritivores,above,microbial assimilation of NO3-,soil nutrient supply,s,soil fertility,1,static,s,eco
0.396,multivar,0.419,positive,2,Zak et al. 2003,156,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,6,high,214,34,1°Producer,Detritivores,above,microbial biomass,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
0.526,multivar,0.584,positive,2,Zak et al. 2003,156,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,6,high,214,34,1°Producer,Ecosystem,eco,gross N mineralization,soil nutrient supply,s,soil fertility,1,static,r,eco
0.544,multivar,0.61,positive,2,Zak et al. 2003,156,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,6,high,214,34,1°Producer,Detritivores,above,microbial respiration [µmol CO2/g*d],1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
0.689,multivar,0.846,positive,2,Zak et al. 2003,156,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,6,high,214,34,1°Producer,1°Producer,same,total plant N content,nutrient concentration plants,s,nutrient cycling,1,static,s,com
NA,,NA,no,2,Zak et al. 2003,156,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,6,high,214,34,1°Producer,Detritivores,above,microbial community composition,1°+decomposer composition,s,nutrient cycling,1,static,s,com
NA,,NA,positive,1,Zak et al. 2003,156,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,6,high,214,34,1°Producer,Detritivores,above,specific microbial respiration [pmol CO2/pmol PLFA*d],1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
0.1,univar,0.1,positive linear,2,Ledeganck et al. 2003,157,S1080,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,3,1,low,27,18,1°Producer,Detritivores,above,testate amoeba density (living and dead),Invader detritivore abundance,r,bioregulation,2,static,s,com
0.458,univar,0.495,positive linear,2,Ledeganck et al. 2003,157,S1080,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,3,1,low,27,18,1°Producer,Detritivores,above,living testate amoeba density,Invader detritivore abundance,r,bioregulation,2,static,s,com
0.557,multivar,0.628,positive not linear,2,Ledeganck et al. 2003,157,S1080,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,3,1,low,27,18,1°Producer,Detritivores,above,testate amoeba diversity total (living and dead),Invader detritivore diversity,r,bioregulation,2,static,s,com
0.849,multivar,1.251,positive not linear,2,Ledeganck et al. 2003,157,S1080,grassland,bottle/pot,direct,substitutive,,juveniles,SpRichn,3,1,low,27,18,1°Producer,1°Consumer,above,living testate amoeba diversity,1°+decomposer diversity,r,bioregulation,1,static,s,com
NA,,NA,no,0,King et al. 2002,158,S1090,soil community,greenhouse,direct,substitutive,,propagules/colonization,evenness,1,NA,NA,0,4,1°Producer,Ecosystem,eco,dissolved organic nitrogen,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,King et al. 2002,158,S1090,soil community,greenhouse,direct,substitutive,,propagules/colonization,evenness,1,NA,NA,0,4,1°Producer,Ecosystem,eco,dissolved inorganic nitrogen,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,positive,2,King et al. 2002,158,S1090,soil community,greenhouse,direct,substitutive,,propagules/colonization,evenness,1,NA,NA,0,4,1°Producer,Ecosystem,eco,dissolved organic carbon,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,King et al. 2002,158,S1090,soil community,greenhouse,direct,substitutive,,propagules/colonization,evenness,1,NA,NA,0,4,1°Producer,Detritivores,above,respiration,1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
NA,,NA,positive,2,King et al. 2002,158,S1090,soil community,greenhouse,direct,substitutive,,propagules/colonization,evenness,1,NA,NA,0,4,1°Producer,1°Producer,same,weight loss (decomposition),1°+decomposer abundance,s,nutrient cycling,1,static,r,eco
0.656,univar,0.785,positive linear,2,Callaway et al. 2003,159,S1100,ruderal/salt marsh,field,direct,substitutive,,juveniles,SpRichn,1,3,NA,70,8,1°Producer,1°Producer,same,prod. total,1°producer abundance,p,prim prod,1,static,r,com
NA,,NA,positive,1,Callaway et al. 2003,159,S1100,ruderal/salt marsh,field,direct,substitutive,,juveniles,SpRichn,1,3,NA,70,8,1°Producer,Ecosystem,eco,soil N concentration (0-5cm),soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Callaway et al. 2003,159,S1100,ruderal/salt marsh,field,direct,substitutive,,juveniles,SpRichn,1,3,NA,70,8,1°Producer,Ecosystem,eco,soil N concentration (>-5cm),soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,positive,2,Callaway et al. 2003,159,S1100,ruderal/salt marsh,field,direct,substitutive,,juveniles,SpRichn,1,3,NA,70,8,1°Producer,1°Producer,same,prod. belowground,1°producer abundance,p,prim prod,1,static,r,com
NA,,NA,positive,2,Callaway et al. 2003,159,S1100,ruderal/salt marsh,field,direct,substitutive,,juveniles,SpRichn,1,3,NA,70,8,1°Producer,1°Producer,same,prod. aboveground,1°producer abundance,p,prim prod,1,static,r,com
NA,,NA,no,0,Callaway et al. 2003,159,S1100,ruderal/salt marsh,field,direct,substitutive,,juveniles,SpRichn,1,3,NA,70,8,1°Producer,1°Producer,same,N concentration root tissues,nutrient concentration plants,s,nutrient cycling,1,static,s,com
-0.98,univar,-2.293,negative linear,-2,Tracy & Sanderson 2004,160,S1110,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,8,NA,84,15,1°Producer,1°Producer,same,weed density,Invader 1°producer abundance,r,bioregulation,2,static,r,pop
-0.849,univar,-1.251,negative linear,-2,Tracy & Sanderson 2004,160,S1110,grassland,field,direct,substitutive,,propagules/colonization,diversity,3,8,NA,84,15,1°Producer,1°Producer,same,weed density,Invader 1°producer abundance,r,bioregulation,2,static,r,com
-0.748,univar,-0.969,negative linear,-2,Tracy & Sanderson 2004,160,S1110,grassland,field,direct,substitutive,,propagules/colonization,diversity,3,8,NA,84,15,1°Producer,1°Producer,same,weed density,Invader 1°producer abundance,r,bioregulation,2,static,r,com
NA,,NA,no,0,Tracy & Sanderson 2004,160,S1110,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,8,NA,84,15,1°Producer,1°Producer,same,weed density,Invader 1°producer abundance,r,bioregulation,2,static,r,com
NA,,NA,positive,2,Chen et al. 2004,161,S1120,crop/successional,field,direct,substitutive,,propagules/colonization,SpRichn,2,5,NA,24,12,1°Producer,1°Producer,same,prod. aboveground,1°producer abundance,p,prim prod,1,static,r,com
NA,,NA,positive,2,Chen et al. 2004,161,S1120,crop/successional,field,direct,substitutive,,propagules/colonization,SpRichn,2,5,NA,24,12,1°Producer,1°Producer,same,prod. belowground,1°producer abundance,p,prim prod,1,static,r,com
NA,,NA,positive,2,Chen et al. 2004,161,S1120,crop/successional,field,direct,substitutive,,propagules/colonization,SpRichn,2,5,NA,24,12,1°Producer,1°Producer,same,N retention in plant biomass,nutrient concentration plants,s,nutrient cycling,1,static,s,com
NA,,NA,positive,1,Chen et al. 2004,161,S1120,crop/successional,field,direct,substitutive,,propagules/colonization,SpRichn,2,5,NA,24,12,1°Producer,Ecosystem,eco,soil organic matter,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,positive,1,Chen et al. 2004,161,S1120,crop/successional,field,direct,substitutive,,propagules/colonization,SpRichn,2,5,NA,24,12,1°Producer,Ecosystem,eco,soil NH4+ and NO3; early in season,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Chen et al. 2004,161,S1120,crop/successional,field,direct,substitutive,,propagules/colonization,SpRichn,2,5,NA,24,12,1°Producer,Ecosystem,eco,soil NH4+ and NO3; late in season,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,positive,1,Chen et al. 2004,161,S1120,crop/successional,field,direct,substitutive,,propagules/colonization,SpRichn,2,5,NA,24,12,1°Producer,Detritivores,above,microbial biomass C,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,positive,1,Chen et al. 2004,161,S1120,crop/successional,field,direct,substitutive,,propagules/colonization,SpRichn,2,5,NA,24,12,1°Producer,Detritivores,above,microbial biomass N,soil nutrient supply,s,nutrient cycling,1,static,s,eco
NA,,NA,positive,2,Chen et al. 2004,161,S1120,crop/successional,field,direct,substitutive,,propagules/colonization,SpRichn,2,5,NA,24,12,1°Producer,Mycorrhiza,symbiont,no. of AMF spores,Mycorrhiza abundance,s,nutrient cycling,1,static,s,com
-0.991,multivar,-2.705,negative,-2,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. population  Kirchneriella,1°producer abundance,s,prim prod,1,static,r,pop
-0.978,multivar,-2.252,negative,-2,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. population  Synedra,1°producer abundance,s,prim prod,1,static,r,pop
-0.773,multivar,-1.027,negative,-2,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. population  Staurastrum,1°producer abundance,s,prim prod,1,static,r,pop
-0.564,multivar,-0.639,negative,-2,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Consumer,above,rotifer density,1°+consumer abundance,r,bioregulation,1,static,s,com
0.186,multivar,0.188,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. total,1°producer abundance,s,prim prod,1,variable,r,com
0.302,multivar,0.311,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. population  Scenedesmus,1°producer abundance,s,prim prod,1,static,r,pop
0.324,multivar,0.336,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Consumer,above,rotifer density,1°+consumer abundance,r,bioregulation,1,variable,s,com
0.384,multivar,0.404,positive,2,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. population,1°producer abundance,s,prim prod,1,static,r,pop
0.441,multivar,0.474,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. population Scenedesmus (CV),1°producer abundance,s,prim prod,1,variable,r,pop
0.648,multivar,0.771,positive linear,2,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. population Asterionella (CV),1°producer abundance,s,prim prod,1,variable,r,pop
NA,,NA,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Producer,1°Producer,same,prod. population  Asterionella,1°producer abundance,s,prim prod,1,static,r,pop
NA,,NA,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Producer,1°Producer,same,prod. population  Chlorella,1°producer abundance,s,prim prod,1,static,r,pop
NA,,NA,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. population average (CV),1°producer abundance,s,prim prod,1,variable,r,pop
NA,,NA,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Producer,same,prod. community (CV),1°producer abundance,s,prim prod,1,variable,r,com
NA,,NA,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,NA,40,6,1°Producer,1°Consumer,above,rotifer density,1°+consumer abundance,r,bioregulation,1,variable,s,com
NA,,NA,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Producer,1°Producer,same,prod. population Synedra (CV),1°producer abundance,s,prim prod,1,variable,r,pop
NA,,NA,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Producer,1°Producer,same,prod. population Staurastrum (CV),1°producer abundance,s,prim prod,1,variable,r,pop
NA,,NA,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Producer,1°Producer,same,prod. population Chlorella (CV),1°producer abundance,s,prim prod,1,variable,r,pop
NA,,NA,no,0,Gonzalez & Descamps-Julien 2004,162,S1130,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Producer,1°Producer,same,prod. population Kirchneriella (CV),1°producer abundance,s,prim prod,1,variable,r,pop
0.827,univar,1.179,positive linear,2,Dangles & Malmqvist 2004,163,S1140,soil community,field,indirect,,natural,propagules/colonization,SpRichn,1,8,low,116,NA,Detritivores,Detritivores,same,litter decomposition rate,1°+decomposer abundance,s,nutrient cycling,1,static,r,com
-0.284,univar,-0.292,negative,-2,Petchey et al. 2002,164,S1050,bacterial microcosm,bottle/pot,direct,additive,,propagules/colonization,SpRichn,1,4,NA,16,10,1°Consumer,1°Consumer,same,total covariance (of species),NA,r,nutrient cycling,1,static,r,com
0.109,multivar,0.11,no,0,Petchey et al. 2002,164,S1050,bacterial microcosm,bottle/pot,direct,additive,,propagules/colonization,SpRichn,1,4,NA,16,10,1°Consumer,1°Consumer,same,total covariance (of species),1°+consumer abundance population,r,bioregulation,1,variable,r,com
0.159,multivar,0.161,positive,0,Petchey et al. 2002,164,S1050,bacterial microcosm,bottle/pot,direct,additive,,propagules/colonization,SpRichn,1,4,NA,16,10,1°Consumer,1°Consumer,same,prod. total (CV),1°consumer abundance,r,bioregulation,1,variable,r,com
0.47,univar,0.51,positive,1,Petchey et al. 2002,164,S1050,bacterial microcosm,bottle/pot,direct,additive,,propagules/colonization,SpRichn,1,4,NA,16,10,1°Consumer,1°Consumer,same,prod. total (CV),1°consumer abundance,r,bioregulation,1,variable,r,com
0.54,univar,0.603,positive,2,Petchey et al. 2002,164,S1050,bacterial microcosm,bottle/pot,direct,additive,,propagules/colonization,SpRichn,1,4,NA,16,10,1°Consumer,1°Consumer,same,prod. total,1°consumer abundance,r,bioregulation,1,static,r,com
